cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,water_cement_ratio,binder_total,agg_total,log_age
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.23748958,1.3753581661891119,349.0,1853.9,3.367295829986474
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06342182,1.3753581661891119,349.0,1853.9,1.3862943611198906
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.207822168,1.3753581661891119,349.0,1853.9,5.198497031265826
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.516697443999995,0.6,380.0,1602.0,5.902633333401366
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.300631656,0.6,380.0,1602.0,5.602118820879701
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15137506,0.6,475.0,1526.0,5.602118820879701
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.1243856,0.6666666666666666,380.0,1602.0,5.198497031265826
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.427515183999994,0.5333333333333333,475.0,1526.0,3.367295829986474
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.60376124,0.48,475.0,1526.0,2.0794415416798357
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.260122448,0.75,380.0,1602.0,5.902633333401366
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.908319811999995,0.8571428571428571,380.0,1602.0,5.902633333401366
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.719503284,0.9667673716012085,331.0,1803.9,5.198497031265826
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.131120456,0.48,475.0,1526.0,5.602118820879701
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69225402399999,1.2,380.0,1602.0,5.902633333401366
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.407950056000004,0.96,475.0,1526.0,5.602118820879701
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.079769451999997,0.96,475.0,1526.0,3.367295829986474
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.721921436,0.6857142857142857,475.0,1526.0,4.51085950651685
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.229026048,0.48,475.0,1526.0,4.51085950651685
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.251958603999995,0.96,475.0,1526.0,5.198497031265826
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.45930106,0.6666666666666666,380.0,1602.0,4.51085950651685
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.698299404,0.5333333333333333,475.0,1526.0,5.902633333401366
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,38.995383608,0.96,475.0,1526.0,5.902633333401366
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.104130996,0.6,380.0,1602.0,5.198497031265826
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.542997428,0.5333333333333333,475.0,1526.0,4.51085950651685
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.076402024,0.5333333333333333,475.0,1526.0,2.0794415416798357
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.049192651999999,0.5501432664756447,349.0,1853.9,1.3862943611198906
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.759063216,0.6,475.0,1526.0,5.198497031265826
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.258003984,0.96,475.0,1526.0,2.0794415416798357
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.823194456,0.6,475.0,1526.0,2.0794415416798357
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.779317819999996,0.6857142857142857,475.0,1526.0,5.198497031265826
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.931941843999994,1.2,380.0,1602.0,5.198497031265826
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.116911232,0.96,475.0,1526.0,4.51085950651685
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.185149411999994,0.75,380.0,1602.0,4.51085950651685
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.589312159999999,1.3753581661891119,349.0,1853.9,2.0794415416798357
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.638264955999999,0.9667673716012085,331.0,1803.9,2.0794415416798357
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.934619796,0.48,475.0,1526.0,5.902633333401366
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.131420144,0.9667673716012085,331.0,1803.9,1.3862943611198906
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.94882902,0.75,380.0,1602.0,5.198497031265826
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.019005639999996,0.6857142857142857,475.0,1526.0,3.367295829986474
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.378282643999995,0.75,380.0,1602.0,5.602118820879701
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.732763231999996,0.8571428571428571,380.0,1602.0,5.602118820879701
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.86640156,0.6193548387096774,310.0,1821.6,1.3862943611198906
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.655112243999994,1.2,380.0,1602.0,5.602118820879701
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.695621452,0.8571428571428571,380.0,1602.0,5.198497031265826
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.064311264,0.6666666666666666,380.0,1602.0,5.602118820879701
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.698039603999995,1.3753581661891119,349.0,1853.9,5.8888779583328805
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.275580636,0.6857142857142857,475.0,1526.0,2.0794415416798357
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.856968808,1.2,380.0,1602.0,3.367295829986474
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.98818916,0.30103092783505153,485.0,1920.0,3.367295829986474
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.39795764,0.4548128342245989,563.2,1682.8000000000002,1.3862943611198906
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.79941252,0.5601659751037344,575.5,1658.7,1.3862943611198906
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.398217439999996,0.3611764705882353,531.3,1739.2,1.3862943611198906
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3009114,0.3562352941176471,531.3,1739.7,1.3862943611198906
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,28.99936056,0.3376,468.8,1844.7,1.3862943611198906
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.79707432,0.3812631578947368,593.8,1633.6,1.3862943611198906
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.1964508,0.293816631130064,586.2,1692.6,1.3862943611198906
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.398217439999996,0.3611764705882353,531.3,1739.2,1.3862943611198906
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.096147,0.40633041688111166,485.70000000000005,1777.8000000000002,1.3862943611198906
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.2996124,0.26689252776209305,531.3,1745.8000000000002,1.3862943611198906
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.398217439999996,0.3611764705882353,531.3,1739.2,1.3862943611198906
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2003478,0.4883939774153073,531.3,1732.5,1.3862943611198906
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.09966436,0.3668491786958686,496.5,1798.9,1.3862943611198906
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,551.6,1700.5,1.3862943611198906
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.296095039999997,0.5678097003398209,606.5,1602.6,1.3862943611198906
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.599464479999998,0.40553359683794465,530.7,1739.3,1.3862943611198906
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,551.6,1700.5,1.3862943611198906
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.40055564,0.505413901501921,487.20000000000005,1808.3000000000002,1.3862943611198906
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,551.6,1700.5,1.3862943611198906
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.300132,0.42369020501138954,616.0,1592.8,1.3862943611198906
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.59634688,0.37419851243908697,578.9,1700.5,1.3862943611198906
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3011712,0.4547710976282405,551.6,1700.5,1.3862943611198906
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.0971862,0.5176087599881622,526.9,1700.5,1.3862943611198906
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.20178676,0.4548128342245989,563.2,1682.8000000000002,2.0794415416798357
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.79577532,0.5601659751037344,575.5,1658.7,2.0794415416798357
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,0.3611764705882353,531.3,1739.2,2.0794415416798357
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.80163088,0.3562352941176471,531.3,1739.7,2.0794415416798357
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.69846928,0.3376,468.8,1844.7,2.0794415416798357
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.59934464,0.3812631578947368,593.8,1633.6,2.0794415416798357
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.896079119999996,0.293816631130064,586.2,1692.6,2.0794415416798357
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,0.3611764705882353,531.3,1739.2,2.0794415416798357
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.90127512,0.40633041688111166,485.70000000000005,1777.8000000000002,2.0794415416798357
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.89815752,0.26689252776209305,531.3,1745.8000000000002,2.0794415416798357
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.20100736,0.3611764705882353,531.3,1739.2,2.0794415416798357
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.398217439999996,0.4883939774153073,531.3,1732.5,2.0794415416798357
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.09628696,0.3668491786958686,496.5,1798.9,2.0794415416798357
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,0.4547710976282405,551.6,1700.5,2.0794415416798357
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.80085148,0.5678097003398209,606.5,1602.6,2.0794415416798357
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.09810556,0.40553359683794465,530.7,1739.3,2.0794415416798357
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,0.4547710976282405,551.6,1700.5,2.0794415416798357
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,37.997022359999995,0.505413901501921,487.20000000000005,1808.3000000000002,2.0794415416798357
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.89581932,0.4547710976282405,551.6,1700.5,2.0794415416798357
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.095767359999996,0.42369020501138954,616.0,1592.8,2.0794415416798357
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09498796,0.37419851243908697,578.9,1700.5,2.0794415416798357
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.89749796,0.4547710976282405,551.6,1700.5,2.0794415416798357
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.101223159999996,0.5176087599881622,526.9,1700.5,2.0794415416798357
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09446836,0.4548128342245989,563.2,1682.8000000000002,3.367295829986474
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.79825348,0.5601659751037344,575.5,1658.7,3.367295829986474
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,0.3611764705882353,531.3,1739.2,3.367295829986474
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.797733879999996,0.3562352941176471,531.3,1739.7,3.367295829986474
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.69561148,0.3376,468.8,1844.7,3.367295829986474
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.29949256,0.3812631578947368,593.8,1633.6,3.367295829986474
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.89985628,0.293816631130064,586.2,1692.6,3.367295829986474
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,0.3611764705882353,531.3,1739.2,3.367295829986474
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.69717028,0.40633041688111166,485.70000000000005,1777.8000000000002,3.367295829986474
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.3991368,0.26689252776209305,531.3,1745.8000000000002,3.367295829986474
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.2946762,0.3611764705882353,531.3,1739.2,3.367295829986474
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.495923239999996,0.4883939774153073,531.3,1732.5,3.367295829986474
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.4994406,0.3668491786958686,496.5,1798.9,3.367295829986474
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,551.6,1700.5,3.367295829986474
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.69782984,0.5678097003398209,606.5,1602.6,3.367295829986474
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.20022796,0.40553359683794465,530.7,1739.3,3.367295829986474
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,551.6,1700.5,3.367295829986474
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.69964844,0.505413901501921,487.20000000000005,1808.3000000000002,3.367295829986474
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,551.6,1700.5,3.367295829986474
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,65.99664272,0.42369020501138954,616.0,1592.8,3.367295829986474
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.4978818,0.37419851243908697,578.9,1700.5,3.367295829986474
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.29871315999999,0.4547710976282405,551.6,1700.5,3.367295829986474
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.89737812,0.5176087599881622,526.9,1700.5,3.367295829986474
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.3973182,0.4548128342245989,563.2,1682.8000000000002,4.04305126783455
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.90037588,0.5601659751037344,575.5,1658.7,4.04305126783455
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,0.3611764705882353,531.3,1739.2,4.04305126783455
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.90037588,0.3562352941176471,531.3,1739.7,4.04305126783455
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.19814956,0.3376,468.8,1844.7,4.04305126783455
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.29845336,0.3812631578947368,593.8,1633.6,4.04305126783455
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.29923276,0.293816631130064,586.2,1692.6,4.04305126783455
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,0.3611764705882353,531.3,1739.2,4.04305126783455
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.19944856,0.40633041688111166,485.70000000000005,1777.8000000000002,4.04305126783455
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.798513279999995,0.26689252776209305,531.3,1745.8000000000002,4.04305126783455
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.30053176,0.3611764705882353,531.3,1739.2,4.04305126783455
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.10006412,0.4883939774153073,531.3,1732.5,4.04305126783455
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.69808963999999,0.3668491786958686,496.5,1798.9,4.04305126783455
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,551.6,1700.5,4.04305126783455
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.19984832,0.5678097003398209,606.5,1602.6,4.04305126783455
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.896079119999996,0.40553359683794465,530.7,1739.3,4.04305126783455
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,551.6,1700.5,4.04305126783455
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,72.99482412,0.505413901501921,487.20000000000005,1808.3000000000002,4.04305126783455
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,551.6,1700.5,4.04305126783455
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.69860924,0.42369020501138954,616.0,1592.8,4.04305126783455
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,79.40005615999999,0.37419851243908697,578.9,1700.5,4.04305126783455
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.29715436,0.4547710976282405,551.6,1700.5,4.04305126783455
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89478012,0.5176087599881622,526.9,1700.5,4.04305126783455
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.90037588,0.4548128342245989,563.2,1682.8000000000002,4.5217885770490405
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.59648684,0.5601659751037344,575.5,1658.7,4.5217885770490405
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,0.3611764705882353,531.3,1739.2,4.5217885770490405
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.69990824,0.3562352941176471,531.3,1739.7,4.5217885770490405
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5009994,0.3376,468.8,1844.7,4.5217885770490405
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19451236,0.3812631578947368,593.8,1633.6,4.5217885770490405
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.69886903999999,0.293816631130064,586.2,1692.6,4.5217885770490405
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,0.3611764705882353,531.3,1739.2,4.5217885770490405
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.59882504,0.40633041688111166,485.70000000000005,1777.8000000000002,4.5217885770490405
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.19840936,0.26689252776209305,531.3,1745.8000000000002,4.5217885770490405
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.19685056,0.3611764705882353,531.3,1739.2,4.5217885770490405
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.09954452,0.4883939774153073,531.3,1732.5,4.5217885770490405
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.49762199999999,0.3668491786958686,496.5,1798.9,4.5217885770490405
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,551.6,1700.5,4.5217885770490405
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.49566344,0.40553359683794465,530.7,1739.3,4.5217885770490405
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,551.6,1700.5,4.5217885770490405
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.80073164,0.505413901501921,487.20000000000005,1808.3000000000002,4.5217885770490405
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,551.6,1700.5,4.5217885770490405
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.29819356,0.42369020501138954,616.0,1592.8,4.5217885770490405
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.5992248,0.37419851243908697,578.9,1700.5,4.5217885770490405
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.29663476,0.4547710976282405,551.6,1700.5,4.5217885770490405
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.79617508,0.5176087599881622,526.9,1700.5,4.5217885770490405
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3,11.57630204,0.8512772081309588,319.03000000000003,1837.4,1.3862943611198906
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14,24.44881896,0.8512772081309588,319.03000000000003,1837.4,2.70805020110221
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28,24.8900836,0.8512772081309588,319.03000000000003,1837.4,3.367295829986474
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56,29.447519959999997,0.8512772081309588,319.03000000000003,1837.4,4.04305126783455
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100,40.7135578,0.8512772081309588,319.03000000000003,1837.4,4.61512051684126
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3,10.38350856,0.8463709849878106,328.39,1799.1999999999998,1.3862943611198906
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14,22.13907436,0.8463709849878106,328.39,1799.1999999999998,2.70805020110221
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28,22.83544512,0.8463709849878106,328.39,1799.1999999999998,3.367295829986474
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56,27.66177712,0.8463709849878106,328.39,1799.1999999999998,4.04305126783455
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100,34.55653712,0.8463709849878106,328.39,1799.1999999999998,4.61512051684126
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3,12.45193656,0.8507294020957469,295.2,1912.3,1.3862943611198906
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14,24.986610239999997,0.8507294020957469,295.2,1912.3,2.70805020110221
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28,25.72434956,0.8507294020957469,295.2,1912.3,3.367295829986474
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56,33.963587759999996,0.8507294020957469,295.2,1912.3,4.04305126783455
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100,37.34202016,0.8507294020957469,295.2,1912.3,4.61512051684126
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3,15.04436632,0.8503251520872666,316.08000000000004,1894.01,1.3862943611198906
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14,21.063491799999998,0.8503251520872666,316.08000000000004,1894.01,2.70805020110221
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28,26.40003604,0.8503251520872666,316.08000000000004,1894.01,3.367295829986474
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56,35.34253976,0.8503251520872666,316.08000000000004,1894.01,4.04305126783455
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100,40.56876784,0.8503251520872666,316.08000000000004,1894.01,4.61512051684126
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084,0.8502381289196964,333.69,1836.92,1.3862943611198906
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14,20.91870184,0.8502381289196964,333.69,1836.92,2.70805020110221
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312,0.8502381289196964,333.69,1836.92,3.367295829986474
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56,34.20490436,0.8502381289196964,333.69,1836.92,4.04305126783455
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100,39.6103962,0.8502381289196964,333.69,1836.92,4.61512051684126
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3,10.0318758,0.849980432230291,348.28,1787.9900000000002,1.3862943611198906
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588,0.849980432230291,348.28,1787.9900000000002,2.70805020110221
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28,24.483292759999998,0.849980432230291,348.28,1787.9900000000002,3.367295829986474
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56,31.53663224,0.849980432230291,348.28,1787.9900000000002,4.04305126783455
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100,35.34253976,0.849980432230291,348.28,1787.9900000000002,4.61512051684126
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3,9.4458212,0.8503204791425869,315.52,1890.69,1.3862943611198906
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14,22.718234199999998,0.8503204791425869,315.52,1890.69,2.70805020110221
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28,28.46846404,0.8503204791425869,315.52,1890.69,3.367295829986474
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56,38.56239268,0.8503204791425869,315.52,1890.69,4.04305126783455
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100,40.38950408,0.8503204791425869,315.52,1890.69,4.61512051684126
